cohort_month,modeled_redemption_points,development_month
2010-10,498.03,13
2010-11,322.88,13
2010-12,407.68,13
2011-01,390.54,13
2011-02,266.95,13
2011-03,426.38,13
2011-04,338.06,13
2011-05,284.82,13
2011-06,454.4,13
2011-07,318.05,13
2011-08,444.97,13
2011-09,529.65,13
2011-10,275.0,13
2011-11,355.77,13
2011-12,499.56,13
2012-01,594.82,13
2012-02,358.68,13
2012-03,592.6,13
2012-04,406.06,13
2012-05,469.24,13
2012-06,335.0,13
2012-07,497.87,13
2012-08,484.57,13
2012-09,424.96,13
2012-10,326.18,13
2012-11,445.59,13
2012-12,579.64,13
2013-01,310.73,13
2013-02,286.66,13
2013-03,458.77,13
2013-04,327.94,13
2013-05,538.28,13
2013-06,454.52,13
2013-07,612.38,13
2013-08,562.92,13
2013-09,602.75,13
2013-10,360.45,13
2013-11,461.92,13
2013-12,360.26,13
2014-01,417.87,13
2014-02,282.48,13
2014-03,373.71,13
2014-04,440.07,13
2014-05,382.95,13
2014-06,378.31,13
2014-07,550.12,13
2014-08,313.87,13
2014-09,382.45,13
2014-10,476.9,13
2014-11,435.54,13
2014-12,420.48,13
2015-01,466.25,13
2015-02,378.85,13
2015-03,469.81,13
2015-04,392.92,13
2015-05,347.84,13
2015-06,487.98,13
2015-07,396.9,13
2015-08,295.7,13
2015-09,483.23,13
2015-10,369.57,13
2015-11,422.55,13
2015-12,405.41,13
2016-01,439.88,13
2016-02,392.8,13
2016-03,439.8,13
2016-04,350.29,13
2016-05,328.13,13
2016-06,331.66,13
2016-07,330.24,13
2016-08,384.75,13
2016-09,395.48,13
2016-10,364.97,13
2016-11,391.23,13
2016-12,366.2,13
2017-01,634.49,13
2017-02,385.71,13
2017-03,415.53,13
2017-04,270.86,13
2017-05,362.06,13
2017-06,416.57,13
2017-07,445.47,13
2017-08,358.46,13
2017-09,286.31,13
2017-10,388.78,13
2017-11,447.73,13
2017-12,533.18,13
2018-01,329.82,13
2018-02,404.88,13
2018-03,423.35,13
2018-04,339.94,13
2018-05,319.32,13
2018-06,370.53,13
2018-07,368.23,13
2018-08,326.52,13
2018-09,433.66,13
2018-10,498.26,13
2018-11,367.58,13
2018-12,441.98,13
2019-01,325.91,13
2002-09,362.33,14
2002-10,412.43,14
2002-11,372.6,14
2002-12,364.55,14
2003-01,527.08,14
2003-02,267.76,14
2003-03,675.59,14
2003-04,385.82,14
2003-05,397.06,14
2003-06,392.11,14
2003-07,354.62,14
2003-08,363.17,14
2003-09,351.06,14
2003-10,334.38,14
2003-11,371.49,14
2003-12,313.38,14
2004-01,364.86,14
2004-02,318.47,14
2004-03,328.52,14
2004-04,490.97,14
2004-05,382.34,14
2004-06,341.05,14
2004-07,705.26,14
2004-08,408.29,14
2004-09,337.98,14
2004-10,339.6,14
2004-11,413.27,14
2004-12,543.38,14
2005-01,549.93,14
2005-02,393.88,14
2005-03,551.27,14
2005-04,307.13,14
2005-05,467.9,14
2005-06,386.98,14
2005-07,422.05,14
2005-08,491.74,14
2005-09,395.52,14
2005-10,407.52,14
2005-11,343.24,14
2005-12,350.9,14
2006-01,383.14,14
2006-02,316.86,14
2006-03,419.6,14
2006-04,406.68,14
2006-05,271.44,14
2006-06,325.72,14
2006-07,505.85,14
2006-08,352.4,14
2006-09,328.13,14
2006-10,495.15,14
2006-11,541.34,14
2006-12,408.86,14
2007-01,372.48,14
2007-02,396.6,14
2007-03,367.31,14
2007-04,389.58,14
2007-05,388.32,14
2007-06,352.05,14
2007-07,466.82,14
2007-08,320.93,14
2007-09,354.7,14
2007-10,405.49,14
2007-11,353.01,14
2007-12,428.34,14
2008-01,597.69,14
2008-02,370.95,14
2008-03,522.18,14
2008-04,297.74,14
2008-05,381.95,14
2008-06,325.18,14
2008-07,384.64,14
2008-08,366.74,14
2008-09,389.24,14
2008-10,450.95,14
2008-11,340.63,14
2008-12,427.19,14
2009-01,449.0,14
2009-02,324.99,14
2009-03,580.52,14
2009-04,256.68,14
2009-05,327.52,14
2009-06,332.27,14
2009-07,348.45,14
2009-08,385.94,14
2009-09,355.85,14
2009-10,464.06,14
2009-11,431.29,14
2009-12,440.1,14
2010-01,348.41,14
2010-02,226.59,14
2010-03,343.43,14
2010-04,370.91,14
2010-05,376.93,14
2010-06,457.62,14
2010-07,355.54,14
2010-08,321.96,14
2010-09,332.62,14
2010-10,498.03,14
2010-11,322.88,14
2010-12,407.68,14
2011-01,390.54,14
2011-02,266.95,14
2011-03,426.38,14
2011-04,338.06,14
2011-05,284.82,14
2011-06,454.4,14
2011-07,318.05,14
2011-08,444.97,14
2011-09,529.65,14
2011-10,275.0,14
2011-11,355.77,14
2011-12,499.56,14
2012-01,594.82,14
2012-02,358.68,14
2012-03,592.6,14
2012-04,406.06,14
2012-05,469.24,14
2012-06,335.0,14
2012-07,497.87,14
2012-08,484.57,14
2012-09,424.96,14
2012-10,326.18,14
2012-11,445.59,14
2012-12,579.64,14
2013-01,310.73,14
2013-02,286.66,14
2013-03,458.77,14
2013-04,327.94,14
2013-05,538.28,14
2013-06,454.52,14
2013-07,612.38,14
2013-08,562.92,14
2013-09,602.75,14
2013-10,360.45,14
2013-11,461.92,14
2013-12,360.26,14
2014-01,417.87,14
2014-02,282.48,14
2014-03,373.71,14
2014-04,440.07,14
2014-05,382.95,14
2014-06,378.31,14
2014-07,550.12,14
2014-08,313.87,14
2014-09,382.45,14
2014-10,476.9,14
2014-11,435.54,14
2014-12,420.48,14
2015-01,466.25,14
2015-02,378.85,14
2015-03,469.81,14
2015-04,392.92,14
2015-05,347.84,14
2015-06,487.98,14
2015-07,396.9,14
2015-08,295.7,14
2015-09,483.23,14
2015-10,369.57,14
2015-11,422.55,14
2015-12,405.41,14
2016-01,439.88,14
2016-02,392.8,14
2016-03,439.8,14
2016-04,350.29,14
2016-05,328.13,14
2016-06,331.66,14
2016-07,330.24,14
2016-08,384.75,14
2016-09,395.48,14
2016-10,364.97,14
2016-11,391.23,14
2016-12,366.2,14
2017-01,634.49,14
2017-02,385.71,14
2017-03,415.53,14
2017-04,270.86,14
2017-05,362.06,14
2017-06,416.57,14
2017-07,445.47,14
2017-08,358.46,14
2017-09,286.31,14
2017-10,388.78,14
2017-11,447.73,14
2017-12,533.18,14
2018-01,329.82,14
2018-02,404.88,14
2018-03,423.35,14
2018-04,339.94,14
2018-05,319.32,14
2018-06,370.53,14
2018-07,368.23,14
2018-08,326.52,14
2018-09,433.66,14
2018-10,498.26,14
2018-11,367.58,14
2018-12,441.98,14
2002-09,362.33,15
2002-10,412.43,15
2002-11,372.6,15
2002-12,364.55,15
2003-01,527.08,15
2003-02,267.76,15
2003-03,675.59,15
2003-04,385.82,15
2003-05,397.06,15
2003-06,392.11,15
2003-07,354.62,15
2003-08,363.17,15
2003-09,351.06,15
2003-10,334.38,15
2003-11,371.49,15
2003-12,313.38,15
2004-01,364.86,15
2004-02,318.47,15
2004-03,328.52,15
2004-04,490.97,15
2004-05,382.34,15
2004-06,341.05,15
2004-07,705.26,15
2004-08,408.29,15
2004-09,337.98,15
2004-10,339.6,15
2004-11,413.27,15
2004-12,543.38,15
2005-01,549.93,15
2005-02,393.88,15
2005-03,551.27,15
2005-04,307.13,15
2005-05,467.9,15
2005-06,386.98,15
2005-07,422.05,15
2005-08,491.74,15
2005-09,395.52,15
2005-10,407.52,15
2005-11,343.24,15
2005-12,350.9,15
2006-01,383.14,15
2006-02,316.86,15
2006-03,419.6,15
2006-04,406.68,15
2006-05,271.44,15
2006-06,325.72,15
2006-07,505.85,15
2006-08,352.4,15
2006-09,328.13,15
2006-10,495.15,15
2006-11,541.34,15
2006-12,408.86,15
2007-01,372.48,15
2007-02,396.6,15
2007-03,367.31,15
2007-04,389.58,15
2007-05,388.32,15
2007-06,352.05,15
2007-07,466.82,15
2007-08,320.93,15
2007-09,354.7,15
2007-10,405.49,15
2007-11,353.01,15
2007-12,428.34,15
2008-01,597.69,15
2008-02,370.95,15
2008-03,522.18,15
2008-04,297.74,15
2008-05,381.95,15
2008-06,325.18,15
2008-07,384.64,15
2008-08,366.74,15
2008-09,389.24,15
2008-10,450.95,15
2008-11,340.63,15
2008-12,427.19,15
2009-01,449.0,15
2009-02,324.99,15
2009-03,580.52,15
2009-04,256.68,15
2009-05,327.52,15
2009-06,332.27,15
2009-07,348.45,15
2009-08,385.94,15
2009-09,355.85,15
2009-10,464.06,15
2009-11,431.29,15
2009-12,440.1,15
2010-01,348.41,15
2010-02,226.59,15
2010-03,343.43,15
2010-04,370.91,15
2010-05,376.93,15
2010-06,457.62,15
2010-07,355.54,15
2010-08,321.96,15
2010-09,332.62,15
2010-10,498.03,15
2010-11,322.88,15
2010-12,407.68,15
2011-01,390.54,15
2011-02,266.95,15
2011-03,426.38,15
2011-04,338.06,15
2011-05,284.82,15
2011-06,454.4,15
2011-07,318.05,15
2011-08,444.97,15
2011-09,529.65,15
2011-10,275.0,15
2011-11,355.77,15
2011-12,499.56,15
2012-01,594.82,15
2012-02,358.68,15
2012-03,592.6,15
2012-04,406.06,15
2012-05,469.24,15
2012-06,335.0,15
2012-07,497.87,15
2012-08,484.57,15
2012-09,424.96,15
2012-10,326.18,15
2012-11,445.59,15
2012-12,579.64,15
2013-01,310.73,15
2013-02,286.66,15
2013-03,458.77,15
2013-04,327.94,15
2013-05,538.28,15
2013-06,454.52,15
2013-07,612.38,15
2013-08,562.92,15
2013-09,602.75,15
2013-10,360.45,15
2013-11,461.92,15
2013-12,360.26,15
2014-01,417.87,15
2014-02,282.48,15
2014-03,373.71,15
2014-04,440.07,15
2014-05,382.95,15
2014-06,378.31,15
2014-07,550.12,15
2014-08,313.87,15
2014-09,382.45,15
2014-10,476.9,15
2014-11,435.54,15
2014-12,420.48,15
2015-01,466.25,15
2015-02,378.85,15
2015-03,469.81,15
2015-04,392.92,15
2015-05,347.84,15
2015-06,487.98,15
2015-07,396.9,15
2015-08,295.7,15
2015-09,483.23,15
2015-10,369.57,15
2015-11,422.55,15
2015-12,405.41,15
2016-01,439.88,15
2016-02,392.8,15
2016-03,439.8,15
2016-04,350.29,15
2016-05,328.13,15
2016-06,331.66,15
2016-07,330.24,15
2016-08,384.75,15
2016-09,395.48,15
2016-10,364.97,15
2016-11,391.23,15
2016-12,366.2,15
2017-01,634.49,15
2017-02,385.71,15
2017-03,415.53,15
2017-04,270.86,15
2017-05,362.06,15
2017-06,416.57,15
2017-07,445.47,15
2017-08,358.46,15
2017-09,286.31,15
2017-10,388.78,15
2017-11,447.73,15
2017-12,533.18,15
2018-01,329.82,15
2018-02,404.88,15
2018-03,423.35,15
2018-04,339.94,15
2018-05,319.32,15
2018-06,370.53,15
2018-07,368.23,15
2018-08,326.52,15
2018-09,433.66,15
2018-10,498.26,15
2018-11,367.58,15
2002-09,362.33,16
2002-10,412.43,16
2002-11,372.6,16
2002-12,364.55,16
2003-01,527.08,16
2003-02,267.76,16
2003-03,675.59,16
2003-04,385.82,16
2003-05,397.06,16
2003-06,392.11,16
2003-07,354.62,16
2003-08,363.17,16
2003-09,351.06,16
2003-10,334.38,16
2003-11,371.49,16
2003-12,313.38,16
2004-01,364.86,16
2004-02,318.47,16
2004-03,328.52,16
2004-04,490.97,16
2004-05,382.34,16
2004-06,341.05,16
2004-07,705.26,16
2004-08,408.29,16
2004-09,337.98,16
2004-10,339.6,16
2004-11,413.27,16
2004-12,543.38,16
2005-01,549.93,16
2005-02,393.88,16
2005-03,551.27,16
2005-04,307.13,16
2005-05,467.9,16
2005-06,386.98,16
2005-07,422.05,16
2005-08,491.74,16
2005-09,395.52,16
2005-10,407.52,16
2005-11,343.24,16
2005-12,350.9,16
2006-01,383.14,16
2006-02,316.86,16
2006-03,419.6,16
2006-04,406.68,16
2006-05,271.44,16
2006-06,325.72,16
2006-07,505.85,16
2006-08,352.4,16
2006-09,328.13,16
2006-10,495.15,16
2006-11,541.34,16
2006-12,408.86,16
2007-01,372.48,16
2007-02,396.6,16
2007-03,367.31,16
2007-04,389.58,16
2007-05,388.32,16
2007-06,352.05,16
2007-07,466.82,16
2007-08,320.93,16
2007-09,354.7,16
2007-10,405.49,16
2007-11,353.01,16
2007-12,428.34,16
2008-01,597.69,16
2008-02,370.95,16
2008-03,522.18,16
2008-04,297.74,16
2008-05,381.95,16
2008-06,325.18,16
2008-07,384.64,16
2008-08,366.74,16
2008-09,389.24,16
2008-10,450.95,16
2008-11,340.63,16
2008-12,427.19,16
2009-01,449.0,16
2009-02,324.99,16
2009-03,580.52,16
2009-04,256.68,16
2009-05,327.52,16
2009-06,332.27,16
2009-07,348.45,16
2009-08,385.94,16
2009-09,355.85,16
2009-10,464.06,16
2009-11,431.29,16
2009-12,440.1,16
2010-01,348.41,16
2010-02,226.59,16
2010-03,343.43,16
2010-04,370.91,16
2010-05,376.93,16
2010-06,457.62,16
2010-07,355.54,16
2010-08,321.96,16
2010-09,332.62,16
2010-10,498.03,16
2010-11,322.88,16
2010-12,407.68,16
2011-01,390.54,16
2011-02,266.95,16
2011-03,426.38,16
2011-04,338.06,16
2011-05,284.82,16
2011-06,454.4,16
2011-07,318.05,16
2011-08,444.97,16
2011-09,529.65,16
2011-10,275.0,16
2011-11,355.77,16
2011-12,499.56,16
2012-01,594.82,16
2012-02,358.68,16
2012-03,592.6,16
2012-04,406.06,16
2012-05,469.24,16
2012-06,335.0,16
2012-07,497.87,16
2012-08,484.57,16
2012-09,424.96,16
2012-10,326.18,16
2012-11,445.59,16
2012-12,579.64,16
2013-01,310.73,16
2013-02,286.66,16
2013-03,458.77,16
2013-04,327.94,16
2013-05,538.28,16
2013-06,454.52,16
2013-07,612.38,16
2013-08,562.92,16
2013-09,602.75,16
2013-10,360.45,16
2013-11,461.92,16
2013-12,360.26,16
2014-01,417.87,16
2014-02,282.48,16
2014-03,373.71,16
2014-04,440.07,16
2014-05,382.95,16
2014-06,378.31,16
2014-07,550.12,16
2014-08,313.87,16
2014-09,382.45,16
2014-10,476.9,16
2014-11,435.54,16
2014-12,420.48,16
2015-01,466.25,16
2015-02,378.85,16
2015-03,469.81,16
2015-04,392.92,16
2015-05,347.84,16
2015-06,487.98,16
2015-07,396.9,16
2015-08,295.7,16
2015-09,483.23,16
2015-10,369.57,16
2015-11,422.55,16
2015-12,405.41,16
2016-01,439.88,16
2016-02,392.8,16
2016-03,439.8,16
2016-04,350.29,16
2016-05,328.13,16
2016-06,331.66,16
2016-07,330.24,16
2016-08,384.75,16
2016-09,395.48,16
2016-10,364.97,16
2016-11,391.23,16
2016-12,366.2,16
2017-01,634.49,16
2017-02,385.71,16
2017-03,415.53,16
2017-04,270.86,16
2017-05,362.06,16
2017-06,416.57,16
2017-07,445.47,16
2017-08,358.46,16
2017-09,286.31,16
2017-10,388.78,16
2017-11,447.73,16
2017-12,533.18,16
2018-01,329.82,16
2018-02,404.88,16
2018-03,423.35,16
2018-04,339.94,16
2018-05,319.32,16
2018-06,370.53,16
2018-07,368.23,16
2018-08,326.52,16
2018-09,433.66,16
2018-10,498.26,16
2002-09,362.33,17
2002-10,412.43,17
2002-11,372.6,17
2002-12,364.55,17
2003-01,527.08,17
2003-02,267.76,17
2003-03,675.59,17
2003-04,385.82,17
2003-05,397.06,17
2003-06,392.11,17
2003-07,354.62,17
2003-08,363.17,17
2003-09,351.06,17
2003-10,334.38,17
2003-11,371.49,17
2003-12,313.38,17
2004-01,364.86,17
2004-02,318.47,17
2004-03,328.52,17
2004-04,490.97,17
2004-05,382.34,17
2004-06,341.05,17
2004-07,705.26,17
2004-08,408.29,17
2004-09,337.98,17
2004-10,339.6,17
2004-11,413.27,17
2004-12,543.38,17
2005-01,549.93,17
2005-02,393.88,17
2005-03,551.27,17
2005-04,307.13,17
2005-05,467.9,17
2005-06,386.98,17
2005-07,422.05,17
2005-08,491.74,17
2005-09,395.52,17
2005-10,407.52,17
2005-11,343.24,17
2005-12,350.9,17
2006-01,383.14,17
2006-02,316.86,17
2006-03,419.6,17
2006-04,406.68,17
2006-05,271.44,17
2006-06,325.72,17
2006-07,505.85,17
2006-08,352.4,17
2006-09,328.13,17
2006-10,495.15,17
2006-11,541.34,17
2006-12,408.86,17
2007-01,372.48,17
2007-02,396.6,17
2007-03,367.31,17
2007-04,389.58,17
2007-05,388.32,17
2007-06,352.05,17
2007-07,466.82,17
2007-08,320.93,17
2007-09,354.7,17
2007-10,405.49,17
2007-11,353.01,17
2007-12,428.34,17
2008-01,597.69,17
2008-02,370.95,17
2008-03,522.18,17
2008-04,297.74,17
2008-05,381.95,17
2008-06,325.18,17
2008-07,384.64,17
2008-08,366.74,17
2008-09,389.24,17
2008-10,450.95,17
2008-11,340.63,17
2008-12,427.19,17
2009-01,449.0,17
2009-02,324.99,17
2009-03,580.52,17
2009-04,256.68,17
2009-05,327.52,17
2009-06,332.27,17
2009-07,348.45,17
2009-08,385.94,17
2009-09,355.85,17
2009-10,464.06,17
2009-11,431.29,17
2009-12,440.1,17
2010-01,348.41,17
2010-02,226.59,17
2010-03,343.43,17
2010-04,370.91,17
2010-05,376.93,17
2010-06,457.62,17
2010-07,355.54,17
2010-08,321.96,17
2010-09,332.62,17
2010-10,498.03,17
2010-11,322.88,17
2010-12,407.68,17
2011-01,390.54,17
2011-02,266.95,17
2011-03,426.38,17
2011-04,338.06,17
2011-05,284.82,17
2011-06,454.4,17
2011-07,318.05,17
2011-08,444.97,17
2011-09,529.65,17
2011-10,275.0,17
2011-11,355.77,17
2011-12,499.56,17
2012-01,594.82,17
2012-02,358.68,17
2012-03,592.6,17
2012-04,406.06,17
2012-05,469.24,17
2012-06,335.0,17
2012-07,497.87,17
2012-08,484.57,17
2012-09,424.96,17
2012-10,326.18,17
2012-11,445.59,17
2012-12,579.64,17
2013-01,310.73,17
2013-02,286.66,17
2013-03,458.77,17
2013-04,327.94,17
2013-05,538.28,17
2013-06,454.52,17
2013-07,612.38,17
2013-08,562.92,17
2013-09,602.75,17
2013-10,360.45,17
2013-11,461.92,17
2013-12,360.26,17
2014-01,417.87,17
2014-02,282.48,17
2014-03,373.71,17
2014-04,440.07,17
2014-05,382.95,17
2014-06,378.31,17
2014-07,550.12,17
2014-08,313.87,17
2014-09,382.45,17
2014-10,476.9,17
2014-11,435.54,17
2014-12,420.48,17
2015-01,466.25,17
2015-02,378.85,17
2015-03,469.81,17
2015-04,392.92,17
2015-05,347.84,17
2015-06,487.98,17
2015-07,396.9,17
2015-08,295.7,17
2015-09,483.23,17
2015-10,369.57,17
2015-11,422.55,17
2015-12,405.41,17
2016-01,439.88,17
2016-02,392.8,17
2016-03,439.8,17
2016-04,350.29,17
2016-05,328.13,17
2016-06,331.66,17
2016-07,330.24,17
2016-08,384.75,17
2016-09,395.48,17
2016-10,364.97,17
2016-11,391.23,17
2016-12,366.2,17
2017-01,634.49,17
2017-02,385.71,17
2017-03,415.53,17
2017-04,270.86,17
2017-05,362.06,17
2017-06,416.57,17
2017-07,445.47,17
2017-08,358.46,17
2017-09,286.31,17
2017-10,388.78,17
2017-11,447.73,17
2017-12,533.18,17
2018-01,329.82,17
2018-02,404.88,17
2018-03,423.35,17
2018-04,339.94,17
2018-05,319.32,17
2018-06,370.53,17
2018-07,368.23,17
2018-08,326.52,17
2018-09,433.66,17
2002-09,362.33,18
2002-10,412.43,18
2002-11,372.6,18
2002-12,364.55,18
2003-01,527.08,18
2003-02,267.76,18
2003-03,675.59,18
2003-04,385.82,18
2003-05,397.06,18
2003-06,392.11,18
2003-07,354.62,18
2003-08,363.17,18
2003-09,351.06,18
2003-10,334.38,18
2003-11,371.49,18
2003-12,313.38,18
2004-01,364.86,18
2004-02,318.47,18
2004-03,328.52,18
2004-04,490.97,18
2004-05,382.34,18
2004-06,341.05,18
2004-07,705.26,18
2004-08,408.29,18
2004-09,337.98,18
2004-10,339.6,18
2004-11,413.27,18
2004-12,543.38,18
2005-01,549.93,18
2005-02,393.88,18
2005-03,551.27,18
2005-04,307.13,18
2005-05,467.9,18
2005-06,386.98,18
2005-07,422.05,18
2005-08,491.74,18
2005-09,395.52,18
2005-10,407.52,18
2005-11,343.24,18
2005-12,350.9,18
2006-01,383.14,18
2006-02,316.86,18
2006-03,419.6,18
2006-04,406.68,18
2006-05,271.44,18
2006-06,325.72,18
2006-07,505.85,18
2006-08,352.4,18
2006-09,328.13,18
2006-10,495.15,18
2006-11,541.34,18
2006-12,408.86,18
2007-01,372.48,18
2007-02,396.6,18
2007-03,367.31,18
2007-04,389.58,18
2007-05,388.32,18
2007-06,352.05,18
2007-07,466.82,18
2007-08,320.93,18
2007-09,354.7,18
2007-10,405.49,18
2007-11,353.01,18
2007-12,428.34,18
2008-01,597.69,18
2008-02,370.95,18
2008-03,522.18,18
2008-04,297.74,18
2008-05,381.95,18
2008-06,325.18,18
2008-07,384.64,18
2008-08,366.74,18
2008-09,389.24,18
2008-10,450.95,18
2008-11,340.63,18
2008-12,427.19,18
2009-01,449.0,18
2009-02,324.99,18
2009-03,580.52,18
2009-04,256.68,18
2009-05,327.52,18
2009-06,332.27,18
2009-07,348.45,18
2009-08,385.94,18
2009-09,355.85,18
2009-10,464.06,18
2009-11,431.29,18
2009-12,440.1,18
2010-01,348.41,18
2010-02,226.59,18
2010-03,343.43,18
2010-04,370.91,18
2010-05,376.93,18
2010-06,457.62,18
2010-07,355.54,18
2010-08,321.96,18
2010-09,332.62,18
2010-10,498.03,18
2010-11,322.88,18
2010-12,407.68,18
2011-01,390.54,18
2011-02,266.95,18
2011-03,426.38,18
2011-04,338.06,18
2011-05,284.82,18
2011-06,454.4,18
2011-07,318.05,18
2011-08,444.97,18
2011-09,529.65,18
2011-10,275.0,18
2011-11,355.77,18
2011-12,499.56,18
2012-01,594.82,18
2012-02,358.68,18
2012-03,592.6,18
2012-04,406.06,18
2012-05,469.24,18
2012-06,335.0,18
2012-07,497.87,18
2012-08,484.57,18
2012-09,424.96,18
2012-10,326.18,18
2012-11,445.59,18
2012-12,579.64,18
2013-01,310.73,18
2013-02,286.66,18
2013-03,458.77,18
2013-04,327.94,18
2013-05,538.28,18
2013-06,454.52,18
2013-07,612.38,18
2013-08,562.92,18
2013-09,602.75,18
2013-10,360.45,18
2013-11,461.92,18
2013-12,360.26,18
2014-01,417.87,18
2014-02,282.48,18
2014-03,373.71,18
2014-04,440.07,18
2014-05,382.95,18
2014-06,378.31,18
2014-07,550.12,18
2014-08,313.87,18
2014-09,382.45,18
2014-10,476.9,18
2014-11,435.54,18
2014-12,420.48,18
2015-01,466.25,18
2015-02,378.85,18
2015-03,469.81,18
2015-04,392.92,18
2015-05,347.84,18
2015-06,487.98,18
2015-07,396.9,18
2015-08,295.7,18
2015-09,483.23,18
2015-10,369.57,18
2015-11,422.55,18
2015-12,405.41,18
2016-01,439.88,18
2016-02,392.8,18
2016-03,439.8,18
2016-04,350.29,18
2016-05,328.13,18
2016-06,331.66,18
2016-07,330.24,18
2016-08,384.75,18
2016-09,395.48,18
2016-10,364.97,18
2016-11,391.23,18
2016-12,366.2,18
2017-01,634.49,18
2017-02,385.71,18
2017-03,415.53,18
2017-04,270.86,18
2017-05,362.06,18
2017-06,416.57,18
2017-07,445.47,18
2017-08,358.46,18
2017-09,286.31,18
2017-10,388.78,18
2017-11,447.73,18
2017-12,533.18,18
2018-01,329.82,18
2018-02,404.88,18
2018-03,423.35,18
2018-04,339.94,18
2018-05,319.32,18
2018-06,370.53,18
2018-07,368.23,18
2018-08,326.52,18
2002-09,362.33,19
2002-10,412.43,19
2002-11,372.6,19
2002-12,364.55,19
2003-01,527.08,19
2003-02,267.76,19
2003-03,675.59,19
2003-04,385.82,19
2003-05,397.06,19
2003-06,392.11,19
2003-07,354.62,19
2003-08,363.17,19
2003-09,351.06,19
2003-10,334.38,19
2003-11,371.49,19
2003-12,313.38,19
2004-01,364.86,19
2004-02,318.47,19
2004-03,328.52,19
2004-04,490.97,19
2004-05,382.34,19
2004-06,341.05,19
2004-07,705.26,19
2004-08,408.29,19
2004-09,337.98,19
2004-10,339.6,19
2004-11,413.27,19
2004-12,543.38,19
2005-01,549.93,19
2005-02,393.88,19
2005-03,551.27,19
2005-04,307.13,19
2005-05,467.9,19
2005-06,386.98,19
2005-07,422.05,19
2005-08,491.74,19
2005-09,395.52,19
2005-10,407.52,19
2005-11,343.24,19
2005-12,350.9,19
2006-01,383.14,19
2006-02,316.86,19
2006-03,419.6,19
2006-04,406.68,19
2006-05,271.44,19
2006-06,325.72,19
2006-07,505.85,19
2006-08,352.4,19
2006-09,328.13,19
2006-10,495.15,19
2006-11,541.34,19
2006-12,408.86,19
2007-01,372.48,19
2007-02,396.6,19
2007-03,367.31,19
2007-04,389.58,19
2007-05,388.32,19
2007-06,352.05,19
2007-07,466.82,19
2007-08,320.93,19
2007-09,354.7,19
2007-10,405.49,19
2007-11,353.01,19
2007-12,428.34,19
2008-01,597.69,19
2008-02,370.95,19
2008-03,522.18,19
2008-04,297.74,19
2008-05,381.95,19
2008-06,325.18,19
2008-07,384.64,19
2008-08,366.74,19
2008-09,389.24,19
2008-10,450.95,19
2008-11,340.63,19
2008-12,427.19,19
2009-01,449.0,19
2009-02,324.99,19
2009-03,580.52,19
2009-04,256.68,19
2009-05,327.52,19
2009-06,332.27,19
2009-07,348.45,19
2009-08,385.94,19
2009-09,355.85,19
2009-10,464.06,19
2009-11,431.29,19
2009-12,440.1,19
2010-01,348.41,19
2010-02,226.59,19
2010-03,343.43,19
2010-04,370.91,19
2010-05,376.93,19
2010-06,457.62,19
2010-07,355.54,19
2010-08,321.96,19
2010-09,332.62,19
2010-10,498.03,19
2010-11,322.88,19
2010-12,407.68,19
2011-01,390.54,19
2011-02,266.95,19
2011-03,426.38,19
2011-04,338.06,19
2011-05,284.82,19
2011-06,454.4,19
2011-07,318.05,19
2011-08,444.97,19
2011-09,529.65,19
2011-10,275.0,19
2011-11,355.77,19
2011-12,499.56,19
2012-01,594.82,19
2012-02,358.68,19
2012-03,592.6,19
2012-04,406.06,19
2012-05,469.24,19
2012-06,335.0,19
2012-07,497.87,19
2012-08,484.57,19
2012-09,424.96,19
2012-10,326.18,19
2012-11,445.59,19
2012-12,579.64,19
2013-01,310.73,19
2013-02,286.66,19
2013-03,458.77,19
2013-04,327.94,19
2013-05,538.28,19
2013-06,454.52,19
2013-07,612.38,19
2013-08,562.92,19
2013-09,602.75,19
2013-10,360.45,19
2013-11,461.92,19
2013-12,360.26,19
2014-01,417.87,19
2014-02,282.48,19
2014-03,373.71,19
2014-04,440.07,19
2014-05,382.95,19
2014-06,378.31,19
2014-07,550.12,19
2014-08,313.87,19
2014-09,382.45,19
2014-10,476.9,19
2014-11,435.54,19
2014-12,420.48,19
2015-01,466.25,19
2015-02,378.85,19
2015-03,469.81,19
2015-04,392.92,19
2015-05,347.84,19
2015-06,487.98,19
2015-07,396.9,19
2015-08,295.7,19
2015-09,483.23,19
2015-10,369.57,19
2015-11,422.55,19
2015-12,405.41,19
2016-01,439.88,19
2016-02,392.8,19
2016-03,439.8,19
2016-04,350.29,19
2016-05,328.13,19
2016-06,331.66,19
2016-07,330.24,19
2016-08,384.75,19
2016-09,395.48,19
2016-10,364.97,19
2016-11,391.23,19
2016-12,366.2,19
2017-01,634.49,19
2017-02,385.71,19
2017-03,415.53,19
2017-04,270.86,19
2017-05,362.06,19
2017-06,416.57,19
2017-07,445.47,19
2017-08,358.46,19
2017-09,286.31,19
2017-10,388.78,19
2017-11,447.73,19
2017-12,533.18,19
2018-01,329.82,19
2018-02,404.88,19
2018-03,423.35,19
2018-04,339.94,19
2018-05,319.32,19
2018-06,370.53,19
2018-07,368.23,19
2002-09,362.33,20
2002-10,412.43,20
2002-11,372.6,20
2002-12,364.55,20
2003-01,527.08,20
2003-02,267.76,20
2003-03,675.59,20
2003-04,385.82,20
2003-05,397.06,20
